,symbol,date,volume,close,day,minute
57,SPY,2022-03-21 14:15:00,455840,442.2200012207031,2022-03-21,855
58,SPY,2022-03-21 14:20:00,949871,443.2999877929688,2022-03-21,860
59,SPY,2022-03-21 14:25:00,827901,443.489990234375,2022-03-21,865
60,SPY,2022-03-21 14:30:00,745170,443.30999755859375,2022-03-21,870
61,SPY,2022-03-21 14:35:00,468763,443.3500061035156,2022-03-21,875
62,SPY,2022-03-21 14:40:00,742611,443.5150146484375,2022-03-21,880
63,SPY,2022-03-21 14:45:00,981179,443.17999267578125,2022-03-21,885
64,SPY,2022-03-21 14:50:00,495426,442.989990234375,2022-03-21,890
65,SPY,2022-03-21 14:55:00,884206,441.8699951171875,2022-03-21,895
66,SPY,2022-03-21 15:00:00,691465,441.8999938964844,2022-03-21,900
67,SPY,2022-03-21 15:05:00,557091,442.1600036621094,2022-03-21,905
68,SPY,2022-03-21 15:10:00,607165,442.8900146484375,2022-03-21,910
69,SPY,2022-03-21 15:15:00,780198,442.57501220703125,2022-03-21,915
70,SPY,2022-03-21 15:20:00,900336,443.1484069824219,2022-03-21,920
71,SPY,2022-03-21 15:25:00,673108,443.4999084472656,2022-03-21,925
72,SPY,2022-03-21 15:30:00,1198897,443.22540283203125,2022-03-21,930
73,SPY,2022-03-21 15:35:00,1177937,442.9674987792969,2022-03-21,935
74,SPY,2022-03-21 15:40:00,1786987,442.7999877929688,2022-03-21,940
75,SPY,2022-03-21 15:45:00,2782802,442.1000061035156,2022-03-21,945
76,SPY,2022-03-21 15:50:00,2666719,443.70001220703125,2022-03-21,950
77,SPY,2022-03-21 15:55:00,3334155,444.42999267578125,2022-03-21,955
78,SPY,2022-03-22 09:30:00,2316950,446.2099914550781,2022-03-22,570
79,SPY,2022-03-22 09:35:00,1672066,447.3200073242188,2022-03-22,575
80,SPY,2022-03-22 09:40:00,1152770,447.2999877929688,2022-03-22,580
81,SPY,2022-03-22 09:45:00,1448135,447.2850036621094,2022-03-22,585
82,SPY,2022-03-22 09:50:00,833864,447.2099914550781,2022-03-22,590
83,SPY,2022-03-22 09:55:00,966190,447.2099914550781,2022-03-22,595
84,SPY,2022-03-22 10:00:00,1166408,448.0499877929688,2022-03-22,600
85,SPY,2022-03-22 10:05:00,829839,448.0918884277344,2022-03-22,605
86,SPY,2022-03-22 10:10:00,1254341,447.989990234375,2022-03-22,610
87,SPY,2022-03-22 10:15:00,902459,448.2950134277344,2022-03-22,615
88,SPY,2022-03-22 10:20:00,890889,448.4200134277344,2022-03-22,620
89,SPY,2022-03-22 10:25:00,819489,448.5700073242188,2022-03-22,625
90,SPY,2022-03-22 10:30:00,1719666,449.07501220703125,2022-03-22,630
91,SPY,2022-03-22 10:35:00,1047437,448.93310546875,2022-03-22,635
92,SPY,2022-03-22 10:40:00,655950,448.9100036621094,2022-03-22,640
93,SPY,2022-03-22 10:45:00,675119,449.152099609375,2022-03-22,645
94,SPY,2022-03-22 10:50:00,530551,449.1400146484375,2022-03-22,650
95,SPY,2022-03-22 10:55:00,649572,448.80999755859375,2022-03-22,655
96,SPY,2022-03-22 11:00:00,1068069,448.7099914550781,2022-03-22,660
97,SPY,2022-03-22 11:05:00,714940,449.0000915527344,2022-03-22,665
98,SPY,2022-03-22 11:10:00,521288,449.0799865722656,2022-03-22,670
99,SPY,2022-03-22 11:15:00,690512,449.43499755859375,2022-03-22,675
100,SPY,2022-03-22 11:20:00,801209,449.6900024414063,2022-03-22,680
101,SPY,2022-03-22 11:25:00,1146572,449.3999938964844,2022-03-22,685
102,SPY,2022-03-22 11:30:00,763134,448.9599914550781,2022-03-22,690
103,SPY,2022-03-22 11:35:00,604605,449.17999267578125,2022-03-22,695
104,SPY,2022-03-22 11:40:00,682198,448.6199951171875,2022-03-22,700
105,SPY,2022-03-22 11:45:00,542152,449.0278015136719,2022-03-22,705
106,SPY,2022-03-22 11:50:00,509751,448.9800109863281,2022-03-22,710
107,SPY,2022-03-22 11:55:00,572663,448.70001220703125,2022-03-22,715
108,SPY,2022-03-22 12:00:00,750774,448.614990234375,2022-03-22,720
109,SPY,2022-03-22 12:05:00,925286,448.8900146484375,2022-03-22,725
110,SPY,2022-03-22 12:10:00,382223,448.7999877929688,2022-03-22,730
111,SPY,2022-03-22 12:15:00,484836,448.67999267578125,2022-03-22,735
112,SPY,2022-03-22 12:20:00,815013,448.2799987792969,2022-03-22,740
113,SPY,2022-03-22 12:25:00,1088343,448.1099853515625,2022-03-22,745
114,SPY,2022-03-22 12:30:00,1298820,448.2099914550781,2022-03-22,750
115,SPY,2022-03-22 12:35:00,530366,448.3399963378906,2022-03-22,755
116,SPY,2022-03-22 12:40:00,580564,448.1900024414063,2022-03-22,760
117,SPY,2022-03-22 12:45:00,345940,448.5299987792969,2022-03-22,765
118,SPY,2022-03-22 12:50:00,421968,448.989990234375,2022-03-22,770
119,SPY,2022-03-22 12:55:00,1522230,449.0199890136719,2022-03-22,775
120,SPY,2022-03-22 13:00:00,486011,449.30499267578125,2022-03-22,780
121,SPY,2022-03-22 13:05:00,431544,449.1900024414063,2022-03-22,785
122,SPY,2022-03-22 13:10:00,455770,449.3999938964844,2022-03-22,790
123,SPY,2022-03-22 13:15:00,613844,449.1099853515625,2022-03-22,795
124,SPY,2022-03-22 13:20:00,574775,448.7099914550781,2022-03-22,800
125,SPY,2022-03-22 13:25:00,262261,449.0155029296875,2022-03-22,805
126,SPY,2022-03-22 13:30:00,374460,449.3500061035156,2022-03-22,810
127,SPY,2022-03-22 13:35:00,920011,449.3200073242188,2022-03-22,815
128,SPY,2022-03-22 13:40:00,317052,449.25,2022-03-22,820
129,SPY,2022-03-22 13:45:00,716378,449.1499938964844,2022-03-22,825
130,SPY,2022-03-22 13:50:00,258357,449.4223937988281,2022-03-22,830
131,SPY,2022-03-22 13:55:00,410278,449.5050048828125,2022-03-22,835
132,SPY,2022-03-22 14:00:00,543076,449.1300048828125,2022-03-22,840
133,SPY,2022-03-22 14:05:00,633896,449.05999755859375,2022-03-22,845
134,SPY,2022-03-22 14:10:00,645912,449.0820007324219,2022-03-22,850
135,SPY,2022-03-22 14:15:00,439250,449.3900146484375,2022-03-22,855
136,SPY,2022-03-22 14:20:00,498446,448.8299865722656,2022-03-22,860
137,SPY,2022-03-22 14:25:00,896539,448.5849914550781,2022-03-22,865
138,SPY,2022-03-22 14:30:00,630219,448.9200134277344,2022-03-22,870
139,SPY,2022-03-22 14:35:00,501743,448.7998962402344,2022-03-22,875
140,SPY,2022-03-22 14:40:00,673726,448.7099914550781,2022-03-22,880
141,SPY,2022-03-22 14:45:00,467177,448.5799865722656,2022-03-22,885
142,SPY,2022-03-22 14:50:00,810007,448.92999267578125,2022-03-22,890
143,SPY,2022-03-22 14:55:00,530009,448.9800109863281,2022-03-22,895
144,SPY,2022-03-22 15:00:00,708070,449.3999938964844,2022-03-22,900
145,SPY,2022-03-22 15:05:00,411086,449.4200134277344,2022-03-22,905
146,SPY,2022-03-22 15:10:00,503319,449.4400024414063,2022-03-22,910
147,SPY,2022-03-22 15:15:00,958511,449.4171142578125,2022-03-22,915
148,SPY,2022-03-22 15:20:00,869409,449.2699890136719,2022-03-22,920
149,SPY,2022-03-22 15:25:00,600058,449.0299987792969,2022-03-22,925
150,SPY,2022-03-22 15:30:00,1004957,449.3359069824219,2022-03-22,930
151,SPY,2022-03-22 15:35:00,1158726,449.489990234375,2022-03-22,935
152,SPY,2022-03-22 15:40:00,1243400,449.8500061035156,2022-03-22,940
153,SPY,2022-03-22 15:45:00,2111894,450.239990234375,2022-03-22,945
154,SPY,2022-03-22 15:50:00,2636555,449.1900024414063,2022-03-22,950
155,SPY,2022-03-22 15:55:00,5680384,449.5799865722656,2022-03-22,955
156,SPY,2022-03-23 09:30:00,3069990,446.6549987792969,2022-03-23,570
157,SPY,2022-03-23 09:35:00,1660525,446.30999755859375,2022-03-23,575
158,SPY,2022-03-23 09:40:00,1180440,446.510009765625,2022-03-23,580
159,SPY,2022-03-23 09:45:00,1294523,445.822998046875,2022-03-23,585
160,SPY,2022-03-23 09:50:00,976400,446.3800048828125,2022-03-23,590
161,SPY,2022-03-23 09:55:00,825093,446.0799865722656,2022-03-23,595
162,SPY,2022-03-23 10:00:00,911766,446.239990234375,2022-03-23,600
163,SPY,2022-03-23 10:05:00,1117686,446.8999938964844,2022-03-23,605
164,SPY,2022-03-23 10:10:00,836209,447.489990234375,2022-03-23,610
165,SPY,2022-03-23 10:15:00,1173120,447.5899963378906,2022-03-23,615
166,SPY,2022-03-23 10:20:00,747783,447.7699890136719,2022-03-23,620
167,SPY,2022-03-23 10:25:00,916288,447.5199890136719,2022-03-23,625
168,SPY,2022-03-23 10:30:00,881536,447.7518005371094,2022-03-23,630
169,SPY,2022-03-23 10:35:00,582721,447.6199951171875,2022-03-23,635
170,SPY,2022-03-23 10:40:00,584517,447.1000061035156,2022-03-23,640
171,SPY,2022-03-23 10:45:00,595614,446.9700012207031,2022-03-23,645
172,SPY,2022-03-23 10:50:00,644998,447.135986328125,2022-03-23,650
173,SPY,2022-03-23 10:55:00,414459,447.2300109863281,2022-03-23,655
174,SPY,2022-03-23 11:00:00,578544,447.5700073242188,2022-03-23,660
175,SPY,2022-03-23 11:05:00,353184,447.3099060058594,2022-03-23,665
176,SPY,2022-03-23 11:10:00,415331,447.6900024414063,2022-03-23,670
177,SPY,2022-03-23 11:15:00,461214,447.59991455078125,2022-03-23,675
178,SPY,2022-03-23 11:20:00,690654,447.9100036621094,2022-03-23,680
179,SPY,2022-03-23 11:25:00,423045,448.0299987792969,2022-03-23,685
180,SPY,2022-03-23 11:30:00,353764,447.739990234375,2022-03-23,690
181,SPY,2022-03-23 11:35:00,340624,447.8500061035156,2022-03-23,695
182,SPY,2022-03-23 11:40:00,461846,447.7300109863281,2022-03-23,700
183,SPY,2022-03-23 11:45:00,359979,447.5,2022-03-23,705
184,SPY,2022-03-23 11:50:00,437823,447.760009765625,2022-03-23,710
185,SPY,2022-03-23 11:55:00,300801,447.760009765625,2022-03-23,715
186,SPY,2022-03-23 12:00:00,1284473,447.8900146484375,2022-03-23,720
187,SPY,2022-03-23 12:05:00,601134,447.260009765625,2022-03-23,725
188,SPY,2022-03-23 12:10:00,656510,446.8299865722656,2022-03-23,730
189,SPY,2022-03-23 12:15:00,572087,447.3999938964844,2022-03-23,735
190,SPY,2022-03-23 12:20:00,380657,447.2301025390625,2022-03-23,740
191,SPY,2022-03-23 12:25:00,267859,447.3299865722656,2022-03-23,745
192,SPY,2022-03-23 12:30:00,381238,447.2900085449219,2022-03-23,750
193,SPY,2022-03-23 12:35:00,767332,447.1000061035156,2022-03-23,755
194,SPY,2022-03-23 12:40:00,417551,446.3500061035156,2022-03-23,760
195,SPY,2022-03-23 12:45:00,735063,446.489990234375,2022-03-23,765
196,SPY,2022-03-23 12:50:00,473891,446.70001220703125,2022-03-23,770
197,SPY,2022-03-23 12:55:00,441139,446.7999877929688,2022-03-23,775
198,SPY,2022-03-23 13:00:00,493707,446.3200073242188,2022-03-23,780
199,SPY,2022-03-23 13:05:00,355330,446.67999267578125,2022-03-23,785
200,SPY,2022-03-23 13:10:00,339553,446.55999755859375,2022-03-23,790
201,SPY,2022-03-23 13:15:00,391702,446.1040954589844,2022-03-23,795
202,SPY,2022-03-23 13:20:00,539080,445.5989074707031,2022-03-23,800
203,SPY,2022-03-23 13:25:00,2401360,445.0700073242188,2022-03-23,805
204,SPY,2022-03-23 13:30:00,871345,445.42999267578125,2022-03-23,810
205,SPY,2022-03-23 13:35:00,746256,445.3900146484375,2022-03-23,815
206,SPY,2022-03-23 13:40:00,526629,444.9599914550781,2022-03-23,820
207,SPY,2022-03-23 13:45:00,533779,445.0799865722656,2022-03-23,825
208,SPY,2022-03-23 13:50:00,629407,445.739990234375,2022-03-23,830
209,SPY,2022-03-23 13:55:00,406003,445.7799987792969,2022-03-23,835
210,SPY,2022-03-23 14:00:00,691283,445.760009765625,2022-03-23,840
211,SPY,2022-03-23 14:05:00,545314,445.0799865722656,2022-03-23,845
212,SPY,2022-03-23 14:10:00,799792,444.9200134277344,2022-03-23,850
213,SPY,2022-03-23 14:15:00,702462,445.3800048828125,2022-03-23,855
214,SPY,2022-03-23 14:20:00,385527,445.2650146484375,2022-03-23,860
215,SPY,2022-03-23 14:25:00,621804,445.9100036621094,2022-03-23,865
216,SPY,2022-03-23 14:30:00,690664,445.4800109863281,2022-03-23,870
217,SPY,2022-03-23 14:35:00,485562,445.8150024414063,2022-03-23,875
218,SPY,2022-03-23 14:40:00,463839,445.7698974609375,2022-03-23,880
219,SPY,2022-03-23 14:45:00,1202536,446.2300109863281,2022-03-23,885
220,SPY,2022-03-23 14:50:00,363957,446.0050048828125,2022-03-23,890
221,SPY,2022-03-23 14:55:00,688902,445.3005065917969,2022-03-23,895
222,SPY,2022-03-23 15:00:00,724144,445.7320861816406,2022-03-23,900
223,SPY,2022-03-23 15:05:00,492615,445.2200012207031,2022-03-23,905
224,SPY,2022-03-23 15:10:00,1004405,445.1900024414063,2022-03-23,910
225,SPY,2022-03-23 15:15:00,527250,445.0499877929688,2022-03-23,915
226,SPY,2022-03-23 15:20:00,839452,445.68499755859375,2022-03-23,920
227,SPY,2022-03-23 15:25:00,1190704,445.7200012207031,2022-03-23,925
228,SPY,2022-03-23 15:30:00,901002,445.3463134765625,2022-03-23,930
229,SPY,2022-03-23 15:35:00,886978,445.1050109863281,2022-03-23,935
230,SPY,2022-03-23 15:40:00,2065653,445.4549865722656,2022-03-23,940
231,SPY,2022-03-23 15:45:00,2207704,445.1499938964844,2022-03-23,945
232,SPY,2022-03-23 15:50:00,3534184,444.2300109863281,2022-03-23,950
233,SPY,2022-03-23 15:55:00,4869055,443.8200073242188,2022-03-23,955
234,SPY,2022-03-24 09:30:00,3244056,445.2149963378906,2022-03-24,570
235,SPY,2022-03-24 09:35:00,1018081,445.125,2022-03-24,575
236,SPY,2022-03-24 09:40:00,819066,445.8900146484375,2022-03-24,580
237,SPY,2022-03-24 09:45:00,916245,445.5799865722656,2022-03-24,585
238,SPY,2022-03-24 09:50:00,1264326,446.0400085449219,2022-03-24,590
239,SPY,2022-03-24 09:55:00,903920,445.5799865722656,2022-03-24,595
240,SPY,2022-03-24 10:00:00,1008173,446.5945129394531,2022-03-24,600
241,SPY,2022-03-24 10:05:00,1151999,446.7099914550781,2022-03-24,605
242,SPY,2022-03-24 10:10:00,688120,446.4700012207031,2022-03-24,610
243,SPY,2022-03-24 10:15:00,863348,445.625,2022-03-24,615
244,SPY,2022-03-24 10:20:00,653830,445.6199951171875,2022-03-24,620
245,SPY,2022-03-24 10:25:00,517193,445.42999267578125,2022-03-24,625
246,SPY,2022-03-24 10:30:00,857159,446.4700012207031,2022-03-24,630
247,SPY,2022-03-24 10:35:00,655415,446.1900024414063,2022-03-24,635
248,SPY,2022-03-24 10:40:00,662671,446.4798889160156,2022-03-24,640
249,SPY,2022-03-24 10:45:00,517583,446.7349853515625,2022-03-24,645
250,SPY,2022-03-24 10:50:00,507444,446.5799865722656,2022-03-24,650
251,SPY,2022-03-24 10:55:00,458701,446.3699951171875,2022-03-24,655
252,SPY,2022-03-24 11:00:00,1419092,446.8599853515625,2022-03-24,660
253,SPY,2022-03-24 11:05:00,761974,446.8699951171875,2022-03-24,665
254,SPY,2022-03-24 11:10:00,500793,447.260009765625,2022-03-24,670
255,SPY,2022-03-24 11:15:00,460412,447.5299987792969,2022-03-24,675
256,SPY,2022-03-24 11:20:00,432029,447.55999755859375,2022-03-24,680
257,SPY,2022-03-24 11:25:00,753652,448.2199096679688,2022-03-24,685
258,SPY,2022-03-24 11:30:00,558200,448.1000061035156,2022-03-24,690
259,SPY,2022-03-24 11:35:00,440619,448.364990234375,2022-03-24,695
260,SPY,2022-03-24 11:40:00,724756,448.8299865722656,2022-03-24,700
261,SPY,2022-03-24 11:45:00,603453,448.4901123046875,2022-03-24,705
262,SPY,2022-03-24 11:50:00,508181,448.4200134277344,2022-03-24,710
263,SPY,2022-03-24 11:55:00,446668,448.4150085449219,2022-03-24,715
264,SPY,2022-03-24 12:00:00,601814,447.885009765625,2022-03-24,720
265,SPY,2022-03-24 12:05:00,494697,447.7250061035156,2022-03-24,725
266,SPY,2022-03-24 12:10:00,453633,447.7799987792969,2022-03-24,730
267,SPY,2022-03-24 12:15:00,474622,447.78900146484375,2022-03-24,735
268,SPY,2022-03-24 12:20:00,394083,447.6000061035156,2022-03-24,740
269,SPY,2022-03-24 12:25:00,504340,447.2300109863281,2022-03-24,745
270,SPY,2022-03-24 12:30:00,577122,446.9200134277344,2022-03-24,750
271,SPY,2022-03-24 12:35:00,579809,447.5499877929688,2022-03-24,755
272,SPY,2022-03-24 12:40:00,420891,447.6099853515625,2022-03-24,760
273,SPY,2022-03-24 12:45:00,283674,447.3299865722656,2022-03-24,765
274,SPY,2022-03-24 12:50:00,507727,447.70001220703125,2022-03-24,770
275,SPY,2022-03-24 12:55:00,445130,447.7502136230469,2022-03-24,775
276,SPY,2022-03-24 13:00:00,508282,447.5700073242188,2022-03-24,780
277,SPY,2022-03-24 13:05:00,373399,447.5,2022-03-24,785
278,SPY,2022-03-24 13:10:00,612976,447.8299865722656,2022-03-24,790
279,SPY,2022-03-24 13:15:00,217433,448.1099853515625,2022-03-24,795
280,SPY,2022-03-24 13:20:00,375199,447.9800109863281,2022-03-24,800
281,SPY,2022-03-24 13:25:00,336528,448.1799011230469,2022-03-24,805
282,SPY,2022-03-24 13:30:00,313328,447.989990234375,2022-03-24,810
283,SPY,2022-03-24 13:35:00,264557,448.1187133789063,2022-03-24,815
284,SPY,2022-03-24 13:40:00,349812,448.2799987792969,2022-03-24,820
285,SPY,2022-03-24 13:45:00,345905,448.4100036621094,2022-03-24,825
286,SPY,2022-03-24 13:50:00,225794,448.2550048828125,2022-03-24,830
287,SPY,2022-03-24 13:55:00,142217,448.239990234375,2022-03-24,835
288,SPY,2022-03-24 14:00:00,459163,448.80999755859375,2022-03-24,840
289,SPY,2022-03-24 14:05:00,479525,448.3599853515625,2022-03-24,845
290,SPY,2022-03-24 14:10:00,507850,448.2999877929688,2022-03-24,850
291,SPY,2022-03-24 14:15:00,269749,448.2300109863281,2022-03-24,855
292,SPY,2022-03-24 14:20:00,306535,448.010009765625,2022-03-24,860
293,SPY,2022-03-24 14:25:00,626813,448.1098937988281,2022-03-24,865
294,SPY,2022-03-24 14:30:00,470889,447.8699951171875,2022-03-24,870
295,SPY,2022-03-24 14:35:00,866405,448.05499267578125,2022-03-24,875
296,SPY,2022-03-24 14:40:00,1159998,447.9800109863281,2022-03-24,880
297,SPY,2022-03-24 14:45:00,581324,447.6400146484375,2022-03-24,885
298,SPY,2022-03-24 14:50:00,653468,448.1000061035156,2022-03-24,890
299,SPY,2022-03-24 14:55:00,429046,448.1700134277344,2022-03-24,895
300,SPY,2022-03-24 15:00:00,1119097,448.010009765625,2022-03-24,900
301,SPY,2022-03-24 15:05:00,819613,448.6900024414063,2022-03-24,905
302,SPY,2022-03-24 15:10:00,688016,448.75,2022-03-24,910
303,SPY,2022-03-24 15:15:00,761722,449.010009765625,2022-03-24,915
304,SPY,2022-03-24 15:20:00,877819,449.4400024414063,2022-03-24,920
305,SPY,2022-03-24 15:25:00,1003421,449.5950012207031,2022-03-24,925
306,SPY,2022-03-24 15:30:00,935747,449.3800048828125,2022-03-24,930
307,SPY,2022-03-24 15:35:00,792503,449.1400146484375,2022-03-24,935
308,SPY,2022-03-24 15:40:00,1091798,449.2900085449219,2022-03-24,940
309,SPY,2022-03-24 15:45:00,1246368,449.5,2022-03-24,945
310,SPY,2022-03-24 15:50:00,3011286,449.8500061035156,2022-03-24,950
311,SPY,2022-03-24 15:55:00,4206903,450.4200134277344,2022-03-24,955
312,SPY,2022-03-25 09:30:00,2064676,451.1000061035156,2022-03-25,570
313,SPY,2022-03-25 09:35:00,1299270,450.5609130859375,2022-03-25,575
314,SPY,2022-03-25 09:40:00,992057,450.8500061035156,2022-03-25,580
315,SPY,2022-03-25 09:45:00,982180,451.3900146484375,2022-03-25,585
316,SPY,2022-03-25 09:50:00,768682,451.489990234375,2022-03-25,590
317,SPY,2022-03-25 09:55:00,654270,450.860107421875,2022-03-25,595
318,SPY,2022-03-25 10:00:00,657382,450.7999877929688,2022-03-25,600
319,SPY,2022-03-25 10:05:00,507117,451.1650085449219,2022-03-25,605
320,SPY,2022-03-25 10:10:00,793390,451.0400085449219,2022-03-25,610
321,SPY,2022-03-25 10:15:00,533071,451.5249938964844,2022-03-25,615
322,SPY,2022-03-25 10:20:00,1219016,452.260009765625,2022-03-25,620
323,SPY,2022-03-25 10:25:00,632707,451.8399963378906,2022-03-25,625
324,SPY,2022-03-25 10:30:00,819032,452.3599853515625,2022-03-25,630
325,SPY,2022-03-25 10:35:00,743791,452.4100036621094,2022-03-25,635
326,SPY,2022-03-25 10:40:00,744911,452.8450012207031,2022-03-25,640
327,SPY,2022-03-25 10:45:00,570442,452.6400146484375,2022-03-25,645
328,SPY,2022-03-25 10:50:00,741860,452.25,2022-03-25,650
329,SPY,2022-03-25 10:55:00,667388,452.3299865722656,2022-03-25,655
330,SPY,2022-03-25 11:00:00,1000769,451.7799987792969,2022-03-25,660
331,SPY,2022-03-25 11:05:00,1017407,450.6199951171875,2022-03-25,665
332,SPY,2022-03-25 11:10:00,1272134,450.0,2022-03-25,670
333,SPY,2022-03-25 11:15:00,1631771,450.0499877929688,2022-03-25,675
334,SPY,2022-03-25 11:20:00,1093306,449.3299865722656,2022-03-25,680
335,SPY,2022-03-25 11:25:00,1686804,449.0700073242188,2022-03-25,685
336,SPY,2022-03-25 11:30:00,1203106,449.2099914550781,2022-03-25,690
337,SPY,2022-03-25 11:35:00,766216,449.3399963378906,2022-03-25,695
338,SPY,2022-03-25 11:40:00,936246,450.0414123535156,2022-03-25,700
339,SPY,2022-03-25 11:45:00,611089,449.375,2022-03-25,705
340,SPY,2022-03-25 11:50:00,566866,449.7300109863281,2022-03-25,710
341,SPY,2022-03-25 11:55:00,883368,449.2749938964844,2022-03-25,715
342,SPY,2022-03-25 12:00:00,557521,449.3200073242188,2022-03-25,720
343,SPY,2022-03-25 12:05:00,772131,449.8500061035156,2022-03-25,725
344,SPY,2022-03-25 12:10:00,581111,450.2449951171875,2022-03-25,730
345,SPY,2022-03-25 12:15:00,496118,450.3385009765625,2022-03-25,735
346,SPY,2022-03-25 12:20:00,506010,450.1199951171875,2022-03-25,740
347,SPY,2022-03-25 12:25:00,884832,450.260009765625,2022-03-25,745
348,SPY,2022-03-25 12:30:00,452807,450.2200012207031,2022-03-25,750
349,SPY,2022-03-25 12:35:00,837267,449.43499755859375,2022-03-25,755
350,SPY,2022-03-25 12:40:00,436799,449.7349853515625,2022-03-25,760
351,SPY,2022-03-25 12:45:00,543462,450.05560302734375,2022-03-25,765
352,SPY,2022-03-25 12:50:00,553439,449.7999877929688,2022-03-25,770
353,SPY,2022-03-25 12:55:00,511764,450.05999755859375,2022-03-25,775
354,SPY,2022-03-25 13:00:00,398305,450.0698852539063,2022-03-25,780
355,SPY,2022-03-25 13:05:00,460802,450.0150146484375,2022-03-25,785
356,SPY,2022-03-25 13:10:00,428807,449.7850036621094,2022-03-25,790
357,SPY,2022-03-25 13:15:00,761669,450.6400146484375,2022-03-25,795
